RUN_ID;PATH;ITERATION_1;SOLUTION_1;QUALITY_1;CONFIG_COUNT_1;ELITE_COUNT_1;REGULAR_COUNT_1;START_COUNT_1;STANDARD_COUNT_1;END_COUNT_1;ELITE_START_COUNT_1;ELITE_STANDARD_COUNT_1;ELITE_END_COUNT_1;REGULAR_START_COUNT_1;REGULAR_STANDARD_COUNT_1;REGULAR_END_COUNT_1;ITERATION_2;SOLUTION_2;QUALITY_2;CONFIG_COUNT_2;ELITE_COUNT_2;REGULAR_COUNT_2;START_COUNT_2;STANDARD_COUNT_2;END_COUNT_2;ELITE_START_COUNT_2;ELITE_STANDARD_COUNT_2;ELITE_END_COUNT_2;REGULAR_START_COUNT_2;REGULAR_STANDARD_COUNT_2;REGULAR_END_COUNT_2
1;FALSE;1;03212XXXX24024520;0.76785653;1;0;1;1;0;0;0;0;0;1;0;0;1;03212XXXX24024520;0.76785653;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;13250XX0711512065;0.97992434;1;0;1;1;0;0;0;0;0;1;0;0;1;13250XX0711512065;0.97992434;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;0826014XX18006045;1.652148;1;0;1;1;0;0;0;0;0;1;0;0;1;0826014XX18006045;1.652148;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;18231XXXX05518590;1.00163357;1;0;1;1;0;0;0;0;0;1;0;0;1;18231XXXX05518590;1.00163357;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;10700XXXX02021510;0.98155253;1;0;1;1;0;0;0;0;0;1;0;0;1;10700XXXX02021510;0.98155253;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;00741XXXX14509055;0.72894646;1;1;0;1;1;0;1;1;0;0;0;0;1;00741XXXX14509055;0.72894646;1;1;0;1;1;0;1;1;0;0;0;0
1;FALSE;1;05721XXXX21015575;0.81937093;1;0;1;1;0;0;0;0;0;1;0;0;1;05721XXXX21015575;0.81937093;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;19730XXXX00510560;1.42617086;1;0;1;1;0;0;0;0;0;1;0;0;1;19730XXXX00510560;1.42617086;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;09701XXXX13023015;1.25475296;1;0;1;1;0;0;0;0;0;1;0;0;1;09701XXXX13023015;1.25475296;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;14722XXXX07017080;1.12750519;1;0;1;1;0;0;0;0;0;1;0;0;1;14722XXXX07017080;1.12750519;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;04751XX0719504535;1.05466003;1;0;1;1;0;0;0;0;0;1;0;0;1;04751XX0719504535;1.05466003;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;17211XXXX10020005;1.38761025;1;0;1;1;0;0;0;0;0;1;0;0;1;17211XXXX10020005;1.38761025;1;0;1;1;0;0;0;0;0;1;0;0
1;FALSE;1;07242XXXX22507550;0.78211714;1;0;1;1;0;0;0;0;0;1;0;0;1;07242XXXX22507550;0.78211714;1;0;1;1;0;0;0;0;0;1;0;0
